;ts;user;text;class;key
87;1501083538.181642;Myke;I'll be doing HO tomorrow and maybe Friday to focus on GTM implementation;3;1501083538U0MGNKETU
88;1501079552.545603;Celtaris;I will be leaving a bit earlier today.;1;1501079552U2Q4H6S4E
89;1501073591.201377;Eliar;Have to leave around 16:45 today because I have to go to the post office. Will be available afterwards.;1;1501073591U0A8NPHRD
90;1501053523.455612;Taengaeron;will be in the office a bit later this morning, started this morning with conf calls from home;1;1501053523U4C55CKGX
91;1501050753.7876608;Styrund;I will be in HO this afternoon working on the ACME Layout for an A/B-Testing with the calculator;3;1501050753U036U40UC
92;1500983198.254787;Gonaleos;I will be on holiday from tomorrow until the end of the next week;2;1500983198U3W886EF4
93;1500983146.239057;Eliar;<@U035FRZHY> <@U035B8PRU> <@U4A2FRAQ4> and I are in Zurich tomorrow morning for the Mobile ID kick off meeting.;6;1500983146U0A8NPHRD
94;1500982690.1056552;Taengaeron;I will be working from HO this afternoon.;3;1500982690U4C55CKGX
95;1500976516.2066581;Caenraenos;Reduced availability for ACME meeting from now to 1600 (driving car);6;1500976516U035AASB8
96;1500975957.007142;Celtaris;I am not feeling too well and I will be working from HO in the afternoon.;5;1500975957U2Q4H6S4E
97;1500956466.930591;Balaemar;My daughter has a bit fever and has to stay at home today. So I am in HO today.;3;1500956466U035FRUCY
98;1500931552.096643;Celtaris;I have an appointment in the city in the morning and will be a little late.;1;1500931552U2Q4H6S4E
99;1500911585.335724;Balaemar;My daughter is ill again. We will see tomorrow but if she has to stay at home I will be in HO tomorrow. If it is necessary I could come to the office in the afternoon.;3;1500911585U035FRUCY
100;1500908132.14474;Jaereron;I have to leave a little bit earlier .. at 17:25;1;1500908132U035G5WMS
101;1500907817.945487;Caenraenos;I will be in HO tomorrow so I can concentrate on ACME Technical Spec.;3;1500907817U035AASB8
102;1500900869.094923;Myke;I'll be doing HO tomorrow, need to be at home for some post-reparation inspection of the water leakage in my bathroom.;3;1500900869U0MGNKETU
103;1500900455.930597;Balaemar;Instead of waiting for the FE guys I am leaving now and be earlier back in HO;3;1500900455U035FRUCY
104;1500891496.151286;Balaemar;I have to leave at 3pm today for an just received appointment in the garage. I will be in HO afterwards at around 17:30 and complete the new ACME docker 14.0;1;1500891496U035FRUCY
105;1500878282.949252;Caenraenos;I am at ACME from 0900 to 1330;6;1500878282U035AASB8
106;1500878266.945523;Eliar;Due to physiotherapy I'll have to catch the Train at 3 pm. Will work from home afterwards.;4;1500878266U0A8NPHRD
107;1500877889.866778;Styrund;sorry for the short notice, we totally forgot about that;8;1500877889U036U40UC
108;1500877878.864519;Styrund;My wife has a doctors appointment today afternoon so i will be in home office after lunch;4;1500877878U036U40UC
109;1500832901.7173474;Celtaris;I have a day off tomorrow - see you all on Tuesday.;2;1500832901U2Q4H6S4E
110;1500616085.277883;Kenning;I am doing HO today;3;1500616085U4CM3PGSH
111;1500615445.177835;Baegar;I will be in the HO in the afternoon.;3;1500615445U035J4RG4
112;1500562550.046113;Myke;I'll be doing HO tomorrow;3;1500562550U0MGNKETU
113;1500549703.96235;Taengaeron;<@U4C55CKGX|Taengaeron> has joined the channel;8;1500549703U4C55CKGX
114;1500546433.007256;Kenning;I will be in HO tomorrow (whole day).;3;1500546433U4CM3PGSH
115;1500545657.762855;Celtaris;I wil be in HO tomorrow afternoon.;3;1500545657U2Q4H6S4E
116;1500542567.6593769;Darnor;Will be out of office in the afternoon for meetings with MoonInc.;6;1500542567U1D7Q9J8M
117;1500529033.810448;Galeris;I’m in early today as I have to leave at 16:50 today;1;1500529033U036SKV77
118;1500527940.63715;Vaerys;I would need to leave around lunch today to take care of some insurance stuff and then I will continue to work from home after that ;1;1500527940U0PLNK7EK
119;1500451075.43876;Balaemar;tomorrow (thursday) I need to leave at 16:30 to watch for my daughter and on friday at 17:00 for an graduation party of my son's school;1;1500451075U035FRUCY
120;1500448523.656612;Galeris;I’ll need to leave at 17:40 at the latest today due to an insurance appointment;1;1500448523U036SKV77
121;1500444638.753203;Myke;I'll be about an hour late today. Trouble sleeping last night and overslept. Be available on the train.;1;1500444638U0MGNKETU
122;1500408696.15328;Maehagar;I need to leave at ~14:45 tomorrow in order to catch a flight;1;1500408696U278DLL2D
123;1500407227.36326;Ryswell;As I still have pain after the op on Monday, I will stay tomorrow at home and do HO;3;1500407227U2777Q7E3
124;1500382776.96632;Eliar;I'm offline for about 1 hour because of physiotherapy. Will be online afterwards.;4;1500382776U0A8NPHRD
125;1500363750.459222;Darnor;Will be out of office between 3pm and 4pm due to a a insurance appointment.;1;1500363750U1D7Q9J8M
126;1500360851.65672;Kenning;I will come 15 minutes later as I am at the post office;1;1500360851U4CM3PGSH
127;1500309124.757713;Myke;As discussed with Jaine, I'll be in HO tomorrow too. Be working on GTM depending on feedback;3;1500309124U0MGNKETU
128;1500303424.2602859;Malaegor;<@U1D7Q9J8M> would like to have a daily deploy to prod for this week;8;1500303424U2D54KATU
129;1500301641.1372788;Barler;"I need to leave earlier tomorrow afternoon (16:00)
If someone wants a Castor test/prod deployment keep in mind that Bruce is also not here tomorrow afternoon. So let me know early. Otherwise you can try to ask Rodrigo :wink:";1;1500301641U3LNBFS85
130;1500295591.968894;Eliar;As discussed with R2D2 I am in HO tomorrow.;3;1500295591U0A8NPHRD
131;1500283828.4041786;Baegar;This week I will take days off on Tuesday and on Thursday.;2;1500283828U035J4RG4
132;1500282641.007364;Caenraenos;I am in HO this afternoon to concentrate on the ACME Tech Spec, and tomorrow I will be at ACME in Horgen.;3;1500282641U035AASB8
133;1500278852.771652;Torerne;I am at Credit Suisse for a YIO-meeting tomorrow morning and will work from home before. Back in the office after lunch. And on Friday I am leaving at noon.;6;1500278852U035FRZHY
134;1500278802.7562392;Kenning;I would like to do HO on Friday.;3;1500278802U4CM3PGSH
135;1500270069.927246;Gaelralis;Wie angekündigt, mache ich HO heute und morgen. ;3;1500270069U0HLAK1T6
136;1500246205.330823;Braddock;I’m on holidays until the 7th of August. I have very limited access to internet. It can happen that I’m not able to see any digital message for a few days in a row.  Please call me when you need to exchange information that requires a swift response. Thank you.;2;1500246205U0CNKFT0A
137;1500228298.9053528;Ryswell;As Ramon already knows I am not in the office tomorrow because of a hospital appointment. On Tuesday I will be in HO. Back on Wednesday;3;1500228298U2777Q7E3
138;1500043196.820211;Joragni;As I mentioned earlier this week, I'm on holiday from 17 - 28 July. I'll be back in the office on Monday, 31 July;2;1500043196U0K4J0613
139;1500031096.0095642;Myke;The worker has returned to work in my bathroom. I'm going out now for late lunch.;1;1500031096U0MGNKETU
140;1500013911.16006;Furrow;Because of the holiday schedule I accidentally took a slower train. Will be in tze office in around one hour. But working an available right now.;1;1500013911U3V31A9M0
141;1500013778.1328561;Overton;as already mentioned a few days before, I will be in HO in the afternoon.;3;1500013778U0PSDKXHR
142;1500011467.724283;Celtaris;I will be leaving around 11:30 for lunch and I will be in HO in the afternoon.;3;1500011467U2Q4H6S4E
143;1500011414.715944;Myke;As mentioned, I'll be doing HO today from 7:30 to 4:30;3;1500011414U0MGNKETU
144;1499989582.912019;Celtheon;Today I won't be available between 9-11.;1;1499989582U1RLS54MB
145;1499959602.432023;Myke;I'll be in HO tomorrow. The worker will start working from 7.30am for the water leakage and I need to inspect the work at the end of the day.;3;1499959602U0MGNKETU
146;1499952398.0585651;Galeris;I’ll need to leave after the DI info today, so if you need anything ask me now, as I have to be off afterwards;1;1499952398U036SKV77
147;1499945149.338864;Barler;I am now away until 1600;1;1499945149U3LNBFS85
148;1499940381.908711;Balaemar;tomorrow (friday) I have to leave at 1500 to watch after my kids when my wife is away for an appointment;1;1499940381U035FRUCY
149;1499933383.390334;Tareneos;Away now until 16:00,;1;1499933383U4C4ZJYNS
150;1499931154.672653;Barler;Will be away from 12:00 to 16:00 but in the office afterwards;1;1499931154U3LNBFS85
151;1499927828.811856;Bernareon;gonna be late today because yesterday got late;1;1499927828U035G74QE
152;1499927449.7296062;Brarald;I'm now in HO. Will be in the office in the afternoon.;3;1499927449U4U5QNWTZ
153;1499923647.0443811;Barler;I need to leave at 15:00 today due to a doctors appointment;4;1499923647U3LNBFS85
154;1499922582.8737054;Braddock;Today I have an appointment from 11:15 to 11:45 at the physiotherapist.;4;1499922582U0CNKFT0A
155;1499882775.1251106;Ragaenys;<@U035FRZHY> <@U0CN3AKDL> please be aware that tomorrow I will have to leave at 18 to see the last house and then have a birthday party.;1;1499882775U4A2FRAQ4
157;1499853515.500574;Styrund;tomorrow i will be here in the afternoon instead of in the morning;2;1499853515U036U40UC
158;1499844946.4460142;Gaelralis;next week, I will be on HO in the bernese countryside.;3;1499844946U0HLAK1T6
159;1499844802.4037304;Tareneos;Today is my half-day, papi tag, I have to leave at 11:15 to pickup my kid from school and cook lunch, I will be offline until the night again;2;1499844802U4C4ZJYNS
160;1499841797.608811;Celtaris;On  Friday, I will be out for lunch and in HO afterwards.;1;1499841797U2Q4H6S4E
161;1499837560.802311;Maehagar;I'll have to come 1h later today - gotta visit the post office ;1;1499837560U278DLL2D
162;1499832214.95479;Joragni;As scheduled, I'm taking the day off today. See you all again on Thursday.;2;1499832214U0K4J0613
163;1499790075.321945;Darnor;Tomorrow nalah and I will be at Tertianum and MoonInc. ;6;1499790075U1D7Q9J8M
164;1499789532.005637;Baegar;Tomorrow I will be in HO (as already announced on Monday);3;1499789532U035J4RG4
165;1499788042.071527;Myke;"Tomorrow &amp; Friday I will work from home on GTM. On Friday morning, I have someone come to repair the water leakage in my bathroom from 7.30am, so I will work from the Library.";3;1499788042U0MGNKETU
166;1499780049.0577981;Balaemar;i am off for about 45min;1;1499780049U035FRUCY
167;1499759236.640032;Overton;My back-pain got worse over the night so I’m going to visit a chiropractor later today. Because of this I have to leave at 16:30. I will be back online at 18:00 and work some more. Also I will be in HO on Friday afternoon.;4;1499759236U0PSDKXHR
168;1499756399.830859;Tareneos;FYI, I have a hard stop at 16:00 as I have to pickup the kids this evening;1;1499756399U4C4ZJYNS
169;1499748702.4333231;Joragni;From Monday, 17 July through Friday, 28 July, I'll be on vacation.;2;1499748702U0K4J0613
170;1499722672.702147;Caenraenos;I will be at Pollux in the morning with <@U4C4ZJYNS> and <@U035G5WMS>, and at ACME in the afternoon.;6;1499722672U035AASB8
171;1499701736.444093;Furrow;I forgot to mention  that I'll be in HO tomorrow as discussed with R2D2. Sorry!;3;1499701736U3V31A9M0
172;1499696435.077939;Balaemar;my daughter has some fever and should stay at home tomorrow. For that reason i will be in HO tomorrow and focus on ACME CR-205;3;1499696435U035FRUCY
173;1499683211.777909;Baegar;On Wednesday I will presumably be in HO.;3;1499683211U035J4RG4
174;1499683122.751938;Baegar;Today I need to leave at 17:15.;1;1499683122U035J4RG4
175;1499682037.422573;Darnor;Zoltan and I are at Jelmoli this afternoon ;6;1499682037U1D7Q9J8M
176;1499681183.1469018;Olmomir;I had a quick talk with Mario, and will continue working from HO today after lunch. I will be focusing on MoonInc.;3;1499681183U0CN3AKDL
177;1499668560.153891;Galeris;I have a doctors appointment at 11:30 so I’ll need to leave at around 11:10, will be back again by 13:00;4;1499668560U036SKV77
178;1499663317.30181;Celtheon;I'll work remotely this week working on two tasks: 1) setting up Logstash + Kibana  for Castor, 2) tag navigation improvements;3;1499663317U1RLS54MB
179;1499438536.801449;Furrow;To work on the train I’ll leave in around 15 minutes.;1;1499438536U3V31A9M0
180;1499437938.463718;Maehagar;My GF feels ill, gotta leave half an hour earlier;1;1499437938U278DLL2D
181;1499435871.3105366;Galeris;as mentioned yesterday, i'm off to the dentist now;4;1499435871U036SKV77
182;1499422284.6311474;Ragaenys;I will try to have a fast lunch at 12 today so I can leave at 14 to see an apartment and turn back again;1;1499422284U4A2FRAQ4
183;1499408352.48374;Celtaris;As announced yesterday, I am in HO.;3;1499408352U2Q4H6S4E
184;1499407400.31649;Joragni;I'll be taking this afternnon off. I'll be leaving no later than 12:20.;1;1499407400U0K4J0613
185;1499406166.1200721;Vaerys;Fishere here :slightly_smiling_face:;8;1499406166U0PLNK7EK
186;1499404457.868159;Galeris;as announced yesterday i'm in home office today;3;1499404457U036SKV77
187;1499373100.369593;Galeris;as discussed with Darnor i'll be in homeoffice tomorrow, also i'll be offline after 16:00 due to a dentist appointment;3;1499373100U036SKV77
188;1499352896.271856;Myke;"I'll do HO tomorrow for GTM self-training &amp; spec review";3;1499352896U0MGNKETU
189;1499327878.273766;Baegar;Tomorrow I will take a day off.;2;1499327878U035J4RG4
190;1499325920.680168;Celtaris;I will be in HO tomorrow and work on ACME (implementing Occasionskampagne to 13.1) and I will be off on Monday (90% pensum);3;1499325920U2Q4H6S4E
191;1499324934.412962;Eliar;Due to physiotherapy I'll have to leave earlier today.;4;1499324934U0A8NPHRD
192;1499322823.9154599;Caenraenos;At ZBK with <@U035B8PRU> today morning and at ACME with <@U035J4RG4> in the afternoon as announced above.;6;1499322823U035AASB8
193;1499268274.143385;Baegar;Jainek: I already have one on the terrasse...:wink:;8;1499268274U035J4RG4
194;1499268057.0110002;Kenning;We should rent an office there...;8;1499268057U4CM3PGSH
195;1499267981.964343;Baegar;As already announced: <@U035AASB8> and I will be in Horgen again tomorrow afternoon.;6;1499267981U035J4RG4
196;1499267834.87638;Kenning;I will be at ACME tomorrow afternoon and in HO afterwards;6;1499267834U4CM3PGSH
197;1499264431.793626;Galeris;I have another doctors appointment tomorrow morning at 8:30 - should be short, but I’ll probably be late for the daily;4;1499264431U036SKV77
198;1499258430.7484071;Tareneos;FYI: i need to be offline from now until after 22:00;1;1499258430U4C4ZJYNS
199;1499248976.841665;Vaerys;I will be in HO on Friday. Need to go to the MigrationFishert with the wife.;3;1499248976U0PLNK7EK
200;1499239283.45982;Brarald;I will be at the office in 30 min.;1;1499239283U4U5QNWTZ
201;1499235749.6415381;Myke;I'll be at the office around noon. I need to pick up some urgent document from the local office.;1;1499235749U0MGNKETU
202;1499233135.2163901;Gaelralis;as announced on monday, i am in HO;3;1499233135U0HLAK1T6
203;1499232379.109324;Braddock;I do HO in the morning. We are expecting a phone call from the real estate agent around 12:00-13:00. I come to the office after the call. Sorry for the late announcement.;3;1499232379U0CNKFT0A
204;1499231560.998475;Balaemar;I will be in HO tomorrow;3;1499231560U035FRUCY
205;1499224049.0214891;Caenraenos;I am at ACME today (all day).;6;1499224049U035AASB8
206;1499178183.198333;Galeris;I have a doctors appointment tomorrow at 8am - so might not make it for the daily depending how long that takes;4;1499178183U036SKV77
207;1499178122.176637;Celtaris;I will be in HO tomorrow afternoon and on Friday afternoon.;3;1499178122U2Q4H6S4E
208;1499176819.703406;Baegar;<@U035AASB8> and I will be in Horgen Tomorrow for the whole day. We will also be in Horgen on Thursday afternoon.;6;1499176819U035J4RG4
209;1499176755.677383;Torerne;I am back from all the meetings but working from home now.;3;1499176755U035FRZHY
210;1499171300.76912;Brarald;Unfortunately, I stay at home,I don't feel good. Hope to see you tomorrow!:raising_hand:;5;1499171300U4U5QNWTZ
211;1499156424.940486;Caenraenos;Snoozing Slack because my work is critical right now. 077 436 77 55 for emergencies.;8;1499156424U035AASB8
212;1499151515.429616;Brarald;Will be at 11 in the office;1;1499151515U4U5QNWTZ
213;1499151382.397425;Overton;I will have to leave at 16:30 today because I have to let in the plumber at home. I will finish up some work from there.;1;1499151382U0PSDKXHR
214;1499149466.977784;Galeris;as announced yesterday i'm in homeoffice today;3;1499149466U036SKV77
215;1499110868.8505962;Caenraenos;Late, I know: I will do home office tomorrow to finally get the technical specification of myACME into a first draft state.  Thank you for only contacting me when absolutely necessary :slightly_smiling_face:;3;1499110868U035AASB8
216;1499109929.612577;Torerne;<@U035B8PRU> and I are at Shopishop and jobchannel tomorrow and therefore not in the office most of the day;6;1499109929U035FRZHY
217;1499092740.714625;Galeris;Unless my foot gets better overnight, i’ll also be in homeoffice tomorrow (cleared with Mario);3;1499092740U036SKV77
218;1499092154.448169;Barler;I would like to do home office tomorrow.;3;1499092154U3LNBFS85
219;1499091693.238916;Tareneos;FYI: I'll be here all this week except Wednesday, possible only in the morning;7;1499091693U4C4ZJYNS
220;1499086116.884551;Darnor;"i'll be at ""Therefore"" tomorrow morning and back in the office in the afternoon. (not available by phone from 11:30 to 13:00 due to iphone repair, just slack)";6;1499086116U1D7Q9J8M
221;1499084354.288004;Gaelralis;as announced last week, i ll do some extended HO starting from wednesday.;3;1499084354U0HLAK1T6
222;1499072429.514724;Celtheon;Sorry for the late announcement. I'll be absent for 3 weeks starting today. I'll do remote work on the 2nd week though.;2;1499072429U1RLS54MB
223;1499069584.499726;Kenning;I might arrive slightly later in the office tomorrow as I get installed fibre at home in the morning.;1;1499069584U4CM3PGSH
224;1499066994.691195;Caenraenos;I am at ACME from now until 1330;6;1499066994U035AASB8
225;1498820508.468713;Caenraenos;Hey <@U27727KK8>, that works fine. Have a good weekend.;8;1498820508U035AASB8
226;1498819707.31623;Mamon;<@U035B8PRU> <@U035AASB8> <@U0CNKFT0A> A little change of plans - I will come to the office on Monday instead of today. I hope you guys don't mind. ;7;1498819707U27727KK8
227;1498812538.721025;Galeris;I have to be off by 17:45 today;1;1498812538U036SKV77
228;1498805938.369123;Balaemar;me too. leaving between 4 and no later than 4:30;1;1498805938U035FRUCY
229;1498801127.756335;Eliar;I'll have to leave around 4 today;1;1498801127U0A8NPHRD
230;1498751778.3140562;Myke;I'll be taking a few days off till mid next week - and i'll be disconnected.;2;1498751778U0MGNKETU
231;1498747806.5579;Furrow;I have a day off tomorrow.;2;1498747806U3V31A9M0
232;1498746953.1934464;Barler;I would like to do home office tomorrow and will be aways quite early (15:00);3;1498746953U3LNBFS85
233;1498738526.2716188;Darnor;I'll work remotely tomorrow and maybe not be reachable all the time.;3;1498738526U1D7Q9J8M
234;1498723654.8665788;Galeris;I have a dentist appointment tomorrow morning at 7:00 - should be un the office by 8:45 unless that takes longer than expected;4;1498723654U036SKV77
